"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_COPY_DEVICE_TO_HOST",30,32221089,1074036.300000,65.15,516679,1779379,431249.853925
"MEMORY_COPY_HOST_TO_DEVICE",30,17239420,574647.333333,34.85,383350,1177945,280455.097287
